id	url	source	comment	authors	name	missing information	mail	method.type
0415	10.1016/j.chroma.2015.11.014	Publication - Nürenberg	Submitted by Fangyuan Sun	Gudrun Nürenberg, Manoj Schulz, Uwe Kunkel, Thomas A. Ternes	ROASMI_83			RP
