id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0319	MSMS_neg_30_MeOH_Raptor Biphenyl	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
