t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	3	97	0	0	0.16
18	45	55	0	0	0.16
18.1	80	20	0	0	0.16
21.5	80	20	0	0	0.16
22	3	97	0	0	0.16
23.5	3	97	0	0	0.16
25.5	3	97	0	0	0.3
