id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0429_00001			1.52	745	O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CS	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N							
0429_00002			1.57	311	O=C(O)CC(O)(C(=O)O)CC(=O)O	C(C(=O)O)C(CC(=O)O)(C(=O)O)O							
0429_00003			1.61	309	O=C(O)C=C(C(=O)O)CC(=O)O								
0429_00004			1.62	942	N1=CC=CC(=C1)C2N(C)CCC2	CN1CCCC1C2=CN=CC=C2							
0429_00005			1.66	75052012	C=CCS(=O)CC(C(=O)O)NCC1(C(C(C(CO1)O)O)O)O	C=CCS(=O)CC(C(=O)O)NCC1(C(C(C(CO1)O)O)O)O							
0429_00006			1.67	100099	C(CC(=O)NCC(=O)O)C(C(=O)O)N	C(CC(=O)NCC(=O)O)C(C(=O)O)N							
0429_00007			1.69	4287569	OCC1OC(OCC2OC(OCC3OC(OC4(OC(CO)C(O)C4O)CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O							
0429_00008			1.7	3321053	CC1=NC=C(C(=C1O)CO)COC2C(C(C(C(O2)CO)O)O)O	CC1=NC=C(C(=C1O)CO)COC2C(C(C(C(O2)CO)O)O)O							
0429_00009			1.73	499	O=C(O)C1NC(=O)CC1	C1CC(=O)NC1C(=O)O							
0429_00010			1.74	3749604	OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O	C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O							
0429_00011			1.74	4479912	O=S(C)CCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O	CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O							
0429_00012			1.74	439559	C(C1C(C(C(C(O1)OCC2C(C(C(O2)(CO)O)O)O)O)O)O)O								
0429_00013			1.75	1188	O=C1NC(=O)C=2NC=NC2N1	C1=NC2=C(N1)C(=O)NC(=O)N2							
0429_00014			1.77	417411	OCC1OC(SC(CC=C)=NOS(O)(=O)=O)C(O)C(O)C1O	C=CCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O							
0429_00015			1.77	4480096	OCC1OC(SC(CC(O)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O								
0429_00016			1.77	139292107	C1CC(=O)N(C1C(=O)O)CC2(C(C(C(O2)CO)O)O)O	C1CC(=O)N(C1C(=O)O)CC2(C(C(C(O2)CO)O)O)O							
0429_00017			1.79	1150	NCCC1=CNC2=CC=CC=C21	C1=CC=C2C(=C1)C(=CN2)CCN							
0429_00018			1.79	1153	O=C(O)C(N)CC1=CC=C(O)C=C1	C1=CC(=CC=C1CC(C(=O)O)N)O							
