id	name	method.type	source	url	pmid	authors	missing information	comment	model.manual_void_threshold_estimate	model.flags
0316	CCS_pos_40_ACN_Raptor Biphenyl	RP	Dataset - BGC			E.-M. Harrieder, M. Witting		removed 1 entries with no retention times		ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
