id	bits.on
0227_00001	20,94,107,141,207,390,406,423,481,508,544,563,621,626,727,802,948
0227_00002	4,6,15,20,26,89,94,140,150,153,178,185,207,216,223,250,263,326,390,395,461,474,486,492,508,516,570,576,587,626,632,704,720,727,757,762,770,819,829,836,837,855,874,896,936,946,948,960,1016,1023
0227_00003	20,89,94,127,134,139,153,163,199,207,245,282,311,324,326,327,330,334,340,369,372,374,461,479,480,506,507,508,522,524,533,562,569,582,626,638,662,680,719,727,791,806,837,916,919,936,953,956,968,974
0227_00004	54,57,84,138,142,153,207,267,292,320,326,347,390,422,429,430,474,508,540,576,600,626,700,718,734,763,779,833,845,877,911,919,921,932,948,954,955,994
0227_00005	15,64,134,141,153,163,176,207,219,226,245,264,274,279,326,337,382,385,390,405,435,481,506,508,518,541,576,582,605,615,616,626,631,649,651,662,704,774,778,860,874,887,889,910,1014,1018
0227_00006	20,94,107,141,207,335,481,508,626,727,802,867,948
0227_00007	20,46,53,94,144,153,341,355,480,481,508,541,596,603,626,670,675,678,727,783,948,978
0227_00008	14,20,94,107,118,141,153,156,207,231,247,250,262,451,461,481,494,495,508,626,635,705,727,895,921,948
0227_00009	153,207,326,390,538,576,626,697,704,726,874,992,997
0227_00010	153,207,326,390,538,576,626,697,704,726,874,992,997
0227_00011	20,94,128,153,480,508,516,626,727,802,897,909,927,948,998
0227_00012	20,87,94,134,141,153,183,207,480,481,508,511,626,727,802,948,1014
0227_00013	108,153,207,263,278,326,390,430,508,538,576,626,684,697,704,726,850,859,874,933,936,960,992
0227_00014	20,55,94,107,141,207,270,508,626,727,802,948
0227_00015	38,63,64,88,93,134,143,153,159,176,207,245,274,289,297,321,326,390,393,405,426,437,445,481,506,508,511,576,579,580,582,593,613,615,626,662,692,704,821,860,865,866,874,887,889,943,968,977,1009,1014
0227_00016	4,15,32,64,67,89,120,129,132,134,139,146,163,168,238,244,245,252,269,288,309,319,326,337,369,383,405,422,461,481,486,506,508,524,525,532,539,540,582,598,615,626,631,634,662,669,701,711,719,783,792,797,815,816,860,868,876,887,889,905,908,919,936,952,968,974,979,1009
0227_00017	20,94,134,169,211,226,266,353,369,381,454,456,476,477,508,515,550,626,635,640,727,897,968,998
