id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0227_00007	Creatine	C4H9N3O2	6.2		missing SMILES		
0227_00008	Methionine sulfoxide	C5H11NO3S	6.2		missing SMILES		
0227_00011	Sarcosine	C3H7NO2	5.7		missing SMILES		
0227_00012	3-Aminobutyric acid	C4H9NO2	5.8		missing SMILES		
0227_00014	Methylmalonic acid	C4H6O4	5.9		missing SMILES		
0227_00017	Protocatechuic acid	C7H6O4	6		missing SMILES		
0227_00024	4-Aminohippuric acid	C9H10N2O3	4		missing SMILES		
0227_00025	4-Hydroxyhippuric acid	C9H9NO4	4		missing SMILES		
0227_00026	Orotic acid	C5H4N2O4	4.1		missing SMILES		
0227_00028	Methylimidazoleacetic acid	C6H8N2O2	4.2		missing SMILES		
0227_00029	3-Methyluric acid	C6H6N4O3	4.2		missing SMILES		
0227_00030	7-Methyluric acid	C6H6N4O3	4.2		missing SMILES		
0227_00031	1-Methyluric acid	C6H6N4O3	4.2		missing SMILES		
0227_00037	3-hydroxyanthranilic acid	C7H7NO3	4.4		missing SMILES		
0227_00043	3-Ureidoisobutyric acid	C5H10N2O3	4.6		missing SMILES		
0227_00049	2-Phenylglycine	C8H9NO2	4.7		missing SMILES		
0227_00050	Azelaic acid	C9H16O4	4.8		missing SMILES		
0227_00054	HEPES	C8H18N2O4S	4.9		missing SMILES		
0227_00055	Allantoin	C4H6N4O3	5		missing SMILES		
0227_00058	4-Imidazoleacetic acid	C5H6N2O2	5.3		missing SMILES		
0227_00059	3-Ureidopropionic acid	C4H8N2O3	5.3		missing SMILES		
0227_00062	5-Hydroxyindoleacetic acid	C10H9NO3	5.4		missing SMILES		
0227_00063	3-Hydroxykynurenine	C10H12N2O4	5.4		missing SMILES		
0227_00066	Methionine sulfone	C5H11NO4S	5.5		missing SMILES		
0227_00068	Uric acid	C5H4N4O3	5.6		missing SMILES		
0227_00070	3-Cresotinic acid	C8H8O3	1.1		missing SMILES		
0227_00074	2-Aminophenol	C6H7NO	1.2		missing SMILES		
0227_00075	5,5-Dimethylhydantoin	C5H8N2O2	1.2		missing SMILES		
0227_00076	Salicylamide	C7H7NO2	1.2		missing SMILES		
0227_00077	Mandelic acid	C8H8O3	1.2		missing SMILES		
0227_00078	Vanillyl alcohol	C8H10O3	1.2		missing SMILES		
0227_00079	4-Pyridoxic acid	C8H9NO4	1.2		missing SMILES		
0227_00081	Valeric acid	C5H10O2	1.3		missing SMILES		
0227_00082	Salicylic acid	C12H16O3	1.3		missing SMILES		
0227_00083	Acetaminophen	C10H9NO3	1.3		missing SMILES		
0227_00084	Acesulfame	C4H5NO4S	1.3		missing SMILES		
0227_00086	Dihydrothymine	C5H8N2O2	1.4		missing SMILES		
0227_00087	2,8-Dihydroxyquinoline	C9H7NO2	1.4		missing SMILES		
0227_00088	Paraxanthine	C7H8N4O2	1.4		missing SMILES		
0227_00089	Saccharin	C7H5NO3S	1.4		missing SMILES		
0227_00092	2-Hydroxy-3-methylpentanoic acid	C6H12O3	1.5		missing SMILES		
0227_00094	Cyclamic acid	C6H13NO3S	1.5		missing SMILES		
0227_00095	1,3,7-Trimethyluric acid	C8H10N4O3	1.5		missing SMILES		
0227_00101	N-Isovaleroylglycine	C7H13NO3	1.8		missing SMILES		
0227_00104	2-Hydroxy-3-methylbutyric acid	C5H10O3	1.9		missing SMILES		
0227_00105	Benzoic acid	C7H6O2	1.9		missing SMILES		
0227_00106	Phenylacetylglycine	C10H11NO3	1.9		missing SMILES		
0227_00107	Salicyluric acid	C9H9NO4	1.9		missing SMILES		
0227_00109	2-Ketobutyric acid	C4H6O3	2.1		missing SMILES		
0227_00110	3-Hydroxyisovaleric acid	C5H10O3	2.1		missing SMILES		
0227_00111	N-Acetyl-histamine	C7H11N3O	2.1		missing SMILES		
0227_00114	3-Methylxanthine	C6H6N4O2	2.1		missing SMILES		
0227_00115	7-Methylxanthine	C6H6N4O2	2.1		missing SMILES		
0227_00116	1-Methylxanthine	C6H6N4O2	2.1		missing SMILES		
0227_00117	Uracil	C4H4N2O2	2.2		missing SMILES		
0227_00118	Hippuric acid	C9H9NO3	2.2		missing SMILES		
0227_00121	Quinaldic acid	C10H7NO2	2.3		missing SMILES		
0227_00122	Kynurenic acid	C10H7NO3	2.3		missing SMILES		
0227_00123	6-Amino-5-formamido-1,3-dimethyluracil	C7H10N4O3	2.3		missing SMILES		
0227_00124	Indoxyl sulfate	C8H7NO4S	2.3		missing SMILES		
0227_00127	Guanidoacetic acid	C3H7N3O2	2.4		missing SMILES		
0227_00128	Anthranilic acid	C7H7NO2	2.4		missing SMILES		
0227_00129	N-Butyrylglycine	C6H11NO3	2.4		missing SMILES		
0227_00133	Levulinic acid	C5H8O3	2.5		missing SMILES		
0227_00135	1,3-Dimethyluric acid	C7H8N4O3	2.5		missing SMILES		
0227_00136	Ritalinic acid	C13H17NO2	2.5		missing SMILES		
0227_00138	CHES	C8H17NO3S	2.6		missing SMILES		
0227_00140	Lactic acid	C3H6O3	2.7		missing SMILES		
0227_00141	Nicotinic acid	C6H5NO2	2.7		missing SMILES		
0227_00142	Adenine	C5H5N5	2.7		missing SMILES		
0227_00146	1,7-Dimethyluric acid	C7H8N4O3	2.8		missing SMILES		
0227_00147	Syringic acid	C9H10O5	2.8		missing SMILES		
