id	bits.on
draft_43009_00001	15,20,29,50,89,94,118,134,266,274,293,445,447,456,464,471,473,504,508,524,626,644,653,686,727,772,789,810,869,874,933,948,968
draft_43009_00002	15,73,81,89,116,134,175,183,237,272,298,371,380,385,393,405,419,487,524,543,550,585,620,651,666,683,686,725,752,772,928,929,937,948,968
draft_43009_00003	1,11,15,26,41,42,50,54,89,109,134,159,173,175,222,226,231,253,276,285,291,318,331,332,353,374,401,437,444,461,473,478,496,512,524,534,537,540,550,557,561,592,626,631,640,666,686,713,717,739,764,774,838,891,893,905,936,948,968,970,994,1014
draft_43009_00004	1,11,15,26,32,42,44,48,72,89,134,151,159,173,218,221,222,226,231,233,253,256,260,291,296,318,332,347,353,374,395,401,444,461,473,482,512,528,534,537,540,550,557,561,592,626,631,634,640,662,717,764,774,869,905,936,959,968,970,1014
draft_43009_00005	15,20,50,89,118,134,151,242,266,274,293,300,321,326,347,445,464,471,473,504,508,524,549,554,686,727,772,789,810,840,847,864,869,874,933,948,968
draft_43009_00006	1,11,15,26,42,89,134,140,175,182,191,222,226,231,245,260,267,269,283,291,302,353,373,374,394,398,423,461,485,496,502,508,512,524,534,540,550,555,565,592,595,626,640,666,681,686,718,724,727,774,778,806,830,838,843,853,855,906,940,943,948,951,954,968,1022
draft_43009_00007	15,73,81,89,116,134,183,245,272,298,332,380,381,385,393,405,419,464,487,508,524,543,550,585,618,651,667,683,686,688,706,725,772,898,905,948,968,1022
draft_43009_00008	15,62,96,134,145,148,153,175,190,233,270,333,356,421,450,451,487,524,550,586,588,612,662,838,861,888,889,968,972,994,1009,1012
draft_43009_00009	1,4,11,15,22,26,42,85,87,89,134,175,182,201,222,232,276,285,286,293,318,327,347,353,356,366,387,413,435,441,444,446,461,478,496,497,512,524,534,540,549,550,561,603,606,621,626,637,666,670,686,705,706,709,713,772,778,838,905,936,948,968,989,994,1014,1016
draft_43009_00010	1,4,11,15,26,41,42,50,54,89,109,134,159,173,175,182,201,222,253,276,285,286,318,331,347,353,374,378,419,437,444,446,461,473,478,496,512,524,534,537,540,549,550,557,561,626,631,666,686,705,709,713,717,739,764,778,838,891,893,905,936,948,968,989,994,1014,1016
draft_43009_00011	1,4,11,15,26,32,42,44,48,72,89,134,151,159,173,182,201,218,221,222,233,253,256,260,286,296,318,347,353,374,378,395,419,444,446,461,473,482,512,528,534,537,540,549,550,557,561,626,631,634,662,705,709,717,764,778,869,905,936,948,959,968,989,1014,1016
draft_43009_00012	37,53,82,89,96,134,141,145,167,207,224,390,421,429,481,487,550,601,626,647,802,935,948,956,968
draft_43009_00013	1,4,11,15,26,42,89,134,140,175,182,191,201,222,245,260,267,269,286,302,347,353,373,394,398,423,452,461,485,496,508,512,524,534,540,549,550,555,565,595,626,666,681,686,705,709,724,727,768,778,806,830,838,843,853,855,898,906,940,943,948,951,954,968,989,1016,1022
draft_43009_00014	20,79,96,115,134,145,203,207,298,313,410,421,483,487,508,516,550,553,727,802,881,897,898,931,948,968,990,994,998
draft_43009_00015	53,96,134,145,167,207,208,224,390,421,442,487,516,550,601,626,628,647,694,725,802,891,920,948,956,968,994,998
draft_43009_00016	13,96,134,145,167,207,257,274,390,421,487,514,516,550,601,617,626,631,647,725,802,891,948,958,968,994,998,1002
draft_43009_00017	41,88,100,132,134,146,236,240,245,262,319,376,405,422,506,508,524,576,585,603,630,638,662,679,686,715,723,763,778,806,808,948,968,969,982
draft_43009_00018	15,88,96,134,145,151,157,201,203,245,249,277,299,305,335,343,368,376,405,410,421,437,481,487,495,506,508,515,522,530,550,559,563,654,661,662,669,710,716,741,795,797,840,846,864,867,887,968,975,987
draft_43009_00019	1,11,15,20,26,41,42,50,54,89,132,134,159,175,222,226,231,275,276,285,291,317,318,331,332,347,353,374,437,444,461,473,478,494,496,507,508,512,516,524,534,540,550,561,592,626,631,640,664,666,686,695,713,727,739,761,762,774,834,838,850,886,891,905,948,968,970,976,982,994,1014
draft_43009_00020	4,77,134,153,164,181,270,347,356,376,437,481,505,515,549,551,705,706,715,744,778,786,803,913,948,953,968,987
draft_43009_00021	62,87,96,134,141,145,153,207,230,270,363,421,481,487,550,558,588,676,802,917,948,968,989
draft_43009_00022	62,96,134,145,153,207,230,270,421,472,487,516,550,558,585,588,592,594,635,802,948,953,968,989,994,998,1020
draft_43009_00023	15,24,87,91,96,134,141,153,185,207,270,278,281,290,422,445,461,481,496,515,550,642,768,797,802,873,910,917,927,948,968,973,989,1012
