id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0068_00001	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	2.42		missing SMILES		
0068_00004	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	C4H7NO2	2.42		missing SMILES		
0068_00005	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE	C10H13NO2	2.63		missing SMILES		
0068_00007	1-METHYLNICOTINAMIDE	C7H8N2O	2.31		missing SMILES		
0068_00008	1-NAPHTHYLAMINE	C10H9N	11.62		missing SMILES		
0068_00010	2,4-DIHYDROXYPTERIDINE	C6H4N4O2	4.18		missing SMILES		
0068_00011	2-AMINOETHYL DIHYDROGEN PHOSPHATE	C2H8NO4P	2.42		missing SMILES		
0068_00012	2-AMINOPHENOL	C6H7NO	2.65		missing SMILES		
0068_00013	2-HYDROXYPYRIDINE	C5H5NO	4.19		missing SMILES		
0068_00014	2-QUINOLINECARBOXYLIC ACID	C10H7NO2	10.84		missing SMILES		
0068_00015	3,3',5'-TRIIODOTHYRONINE	C15H12I3NO4	19.95		missing SMILES		
0068_00019	3-HYDROXYANTHRANILATE	C7H7NO3	7.69		missing SMILES		
0068_00020	3-HYDROXYKYNURENINE	C10H12N2O4	3.65		missing SMILES		
0068_00022	3-METHYL-2-OXINDOLE	C9H9NO	15.38		missing SMILES		
0068_00023	3-METHYLADENINE	C6H7N5	2.54		missing SMILES		
0068_00024	3-METHYLHISTAMINE	C6H11N3	2.08		missing SMILES		
0068_00026	4-AMINOBENZOATE	C7H7NO2	8.49		missing SMILES		
0068_00028	4-GUANIDINOBUTANOATE	C5H11N3O2	2.51		missing SMILES		
0068_00029	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	14.85		missing SMILES		
0068_00030	4-IMIDAZOLEACETIC ACID	C5H6N2O2	2.38		missing SMILES		
0068_00031	4-QUINOLINECARBOXYLIC ACID	C10H7NO2	4.51		missing SMILES		
0068_00033	5-HYDROXYINDOLEACETATE	C10H9NO3	12.65		missing SMILES		
0068_00035	5-METHYLCYTOSINE	C5H7N3O	2.42		missing SMILES		
0068_00037	6-HYDROXYNICOTINATE	C6H5NO3	5.48		missing SMILES		
0068_00038	AGMATINE	C5H14N4	2.08		missing SMILES		
0068_00039	ANILINE	C6H7N	4.35		missing SMILES		
0068_00040	ANTHRANILATE	C7H7NO2	11.18		missing SMILES		
