id	url	source	comment	authors	name	missing information	mail	method.type
0419	10.1038/s41597-019-0305-1	Publication - Olivier-Jimenez	Submitted by Fangyuan Sun	Olivier-Jimenez, D., Chollet-Krugler, M., Rondeau, D. et al.	ROASMI_59	column temperature		RP
