id	name	method.type	source	url	pmid	authors	missing information	comment
0204	temp42.5_neg	RP	Publication - Stoffel	https://doi.org/10.1007/s00216-021-03828-0	34907452	R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting		
