id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0422_00001			4.44	72	C1=CC(=C(C=C1C(=O)O)O)O	C1=CC(=C(C=C1C(=O)O)O)O							
0422_00002			4.91	5281417	C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O								
0422_00003			5.26	5280633	C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O								
0422_00004			5.41	135	C1=CC(=CC=C1C(=O)O)O	C1=CC(=CC=C1C(=O)O)O							
0422_00005			5.48	3469	C1=CC(=C(C=C1O)C(=O)O)O	C1=CC(=C(C=C1O)C(=O)O)O							
0422_00006			5.62	127	C1=CC(=CC=C1CC(=O)O)O	C1=CC(=CC=C1CC(=O)O)O							
0422_00007			5.63	8468	COC1=C(C=CC(=C1)C(=O)O)O	COC1=C(C=CC(=C1)C(=O)O)O							
0422_00008			5.77	5281416	C1=CC(=O)OC2=CC(=C(C=C21)O)O	C1=CC(=O)OC2=CC(=C(C=C21)O)O							
0422_00009			5.8	689043	C1=CC(=C(C=C1/C=C/C(=O)O)O)O								
0422_00010			6.44	5280805	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O								
0422_00011			6.68	637542	C1=CC(=CC=C1/C=C/C(=O)O)O								
0422_00012			6.71	5280804	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O								
0422_00013			7.02	637775	COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O								
0422_00014			7.03	442428	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O								
0422_00015			7.04	445858	COC1=C(C=CC(=C1)/C=C/C(=O)O)O								
0422_00016			7.17	5280459	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O								
0422_00017			7.9	5280536	COC1=C(C=CC(=C1)/C=C/C=O)O								
0422_00018			8.24	5280343	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O							
0422_00019			8.59	440735	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O								
0422_00020			8.69	5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O							
0422_00021			9.44	932	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O							
0422_00022			9.52	5280443	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O							
0422_00023			9.53	5280961	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O							
0422_00024			9.7	5280863	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O							
0422_00025			9.74	73202	C1=CC=C(C=C1)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O								
0422_00026			9.87	5281654	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O							
0422_00027			9.94	5280666	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O							
0422_00028			10.75	5281617	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O							
0422_00029			11.61	5281607	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O							
