id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0161_00002	1,2-DIPALMITOYL-RAC-GLYCERO-3-PHOSPHOETHANOLAMINE	C37H74NO8P	8.57		missing SMILES		
0161_00003	10-HYDROXYDECANOATE	C10H20O3	1.64		missing SMILES		
0161_00004	1-HYDROXY-2-NAPHTHOATE	C11H8O3	0.76		missing SMILES		
0161_00006	2,4-DIHYDROXYPTERIDINE	C6H4N4O2	0.89		missing SMILES		
0161_00008	3-(2-HYDROXYPHENYL)PROPANOATE	C9H10O3	1.59		missing SMILES		
0161_00010	3-HYDROXY-3-METHYLGLUTARATE	C6H10O5	12.38		missing SMILES		
0161_00011	3-METHYL-2-OXINDOLE	C9H9NO	3.88		missing SMILES		
0161_00013	4-ACETAMIDOBUTANOATE	C6H11NO3	9.63		missing SMILES		
0161_00014	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	4.42		missing SMILES		
0161_00015	4-PYRIDOXATE	C8H9NO4	0.76		missing SMILES		
0161_00016	5-HYDROXYINDOLEACETATE	C10H9NO3	3.85		missing SMILES		
0161_00018	6-CARBOXYHEXANOATE	C7H12O4	11.59		missing SMILES		
0161_00019	ADENINE	C5H5N5	1.94		missing SMILES		
0161_00020	ALLANTOIN	C4H6N4O3	1.78		missing SMILES		
0161_00021	ANILINE-2-SULFONIC ACID	C6H7NO3S	0.8		missing SMILES		
0161_00022	AZELAIC ACID	C9H16O4	9.89		missing SMILES		
0161_00027	DETHIOBIOTIN	C10H18N2O3	7.54		missing SMILES		
0161_00029	DIMETHYLBENZIMIDAZOLE	C9H10N2	0.78		missing SMILES		
0161_00032	FORMYL-L-METHIONYL PEPTIDE	C6H11NO3S	7.77		missing SMILES		
0161_00035	HYPOXANTHINE	C5H4N4O	2.56		missing SMILES		
0161_00036	INDOXYL SULFATE	C8H7NO4S	0.48		missing SMILES		
0161_00038	MELATONIN	C13H16N2O2	0.57		missing SMILES		
0161_00040	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5	0.89		missing SMILES		
0161_00041	N-ACETYL-DL-GLUTAMIC ACID	C7H11NO5	12.66		missing SMILES		
0161_00042	N-ACETYL-DL-METHIONINE	C7H13NO3S	8.47		missing SMILES		
0161_00047	N-ACETYLSEROTONIN	C12H14N2O2	0.76		missing SMILES		
0161_00050	OMEGA-HYDROXYDODECANOIC ACID	C12H24O3	1.31		missing SMILES		
0161_00051	PTERIN	C6H5N5O	3.43		missing SMILES		
0161_00052	PURINE	C5H4N4	1.43		missing SMILES		
0161_00053	SUBERIC ACID	C8H14O4	11.54		missing SMILES		
0161_00057	XANTHINE	C5H4N4O2	2.11		missing SMILES		
0161_00059	XANTHURENIC ACID	C10H7NO4	6.51		missing SMILES		
