id	name	method.type	source	url	pmid	authors	missing information	comment
0183	aHILIC Geneva DB maXisQTOF pos	HILIC	Publication - Pezzatti	https://doi.org/10.1016/j.chroma.2019.01.023	30685186	J. Pezzatti, V. González-Ruiz, S. Codesido, Y. Gagnebin, A. Joshi, D. Guillarme, J. Schappler, D. Picard, J. Boccard, S. Rudaz		
