id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0336	MSMS_pos_40_MeOH_CORTECS C18	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
