rt	comment	id	pubchem.smiles.canonical	pubchem.cid	pubchem.smiles.isomeric
7.04		draft_86029_00367	CN(C)CCN(C)C	8037	
7.049		draft_86029_00368	CCC(N)CC	12019	
7.049		draft_86029_00369	CCN(CC)CCCC(C)N	78953	
7.049		draft_86029_00370	CC1NC(=O)N(C1=O)C1=CC=CC(N)=C1	37979429	
7.053		draft_86029_00371	NCC1=CC2=CC=CN=C2C=C1	1514384	
7.059		draft_86029_00372	NC1=CC=CC(CCC(O)=O)=C1	2735406	
7.063		draft_86029_00373	CNC(=S)C(=S)NC	1899472	
7.063		draft_86029_00374	NCC1(O)CCCCC1	77614	
7.063		draft_86029_00375	CN1N(C)C(=O)N(C1=O)C1=CC=CC(N)=C1	37979353	
7.068		draft_86029_00376	C=CCNCC=C	31279	
7.083		draft_86029_00377	CC(C(N)C(O)=O)C1=CC=CC=C1	12743546	
7.09		draft_86029_00378	CCCC(C)N	12246	
7.09		draft_86029_00379	N1C=NC2=CC=CC=C12	5798	
7.093		draft_86029_00380	CC1NCCC2(O)CCCCC12	2969136	
7.093		draft_86029_00381	CN1C(=O)C=C(C)N(CCCN2CCCC2)C1=O	704579	
7.093999999999999		draft_86029_00382	CNCC1=CC=CN1C	1096385	
7.101		draft_86029_00383	CCCCNCC	25914	
7.101		draft_86029_00384	CC1=NCC(=O)N1C1=CC(N)=CC=C1	16767329	
7.103		draft_86029_00385	CC(C)N(C)C(C)(C)C	4406926	
7.103		draft_86029_00386	NC1=CC=C2N=CC=NC2=C1	237859	
7.111000000000001		draft_86029_00387	CCCC1=CC(=CC=N1)C(N)=O	133572	
7.114		draft_86029_00388	C(NCC1=CC=CN=C1)C1=CN=CC=C1	74257	
7.114		draft_86029_00389		5294677	CN1CCC(NC(C)=O)[C@@H]2CCCC[C@@H]12
7.1209999999999996		draft_86029_00390	CCN(CC)CC	8471	
7.1209999999999996		draft_86029_00391	CC1(C)CC(=O)NC(=O)C1	14292	
7.123		draft_86029_00392	CN1C(=O)CC(N2CCN(CC2)C(=O)CN2CCCC2)C1=O	3241858	
7.123500000000001		draft_86029_00393	CC(C)NC(C)C	7912	
7.124		draft_86029_00394		16762083	N1[C@H]([C@H](N=C1C1=CC=NC=C1)C1=CC=NC=C1)C1=CC=NC=C1
7.132000000000001		draft_86029_00395	N1C=NC2=CC3=NC=CN=C3C=C12	5297145	
7.134		draft_86029_00396	COC1=CC(=O)C(=O)C=C1OC	88786	
7.1419999999999995		draft_86029_00397		551074	CN[C@@H]1CCCC[C@H]1NC
7.153499999999999		draft_86029_00398	CN1CCC(=O)C2CCCCC12	4212512	
7.155		draft_86029_00399	NC1=NC(N)=NC=N1	10435	
7.155		draft_86029_00400	NC1=NC(=NC(N)=N1)C1=CC=C(C=C1)C1=NC(N)=NC(N)=N1	1910750	
7.162999999999999		draft_86029_00401	CC(C)NCCNC(C)C	77628	
7.173		draft_86029_00402	CN1C(=O)N(C)C2=C(N=NC(=S)N2)C1=O	3774527	
7.174		draft_86029_00403	NC(=N)NC(=N)N1CCSCC1	4672941	
7.1850000000000005		draft_86029_00404	CC(NC(C)=O)C1=CC=C(O)C=C1	1504263	
7.194		draft_86029_00405	CCN(CC)CCN(CC)CC	67423	
7.194		draft_86029_00406	CN(C)CCCN(C)C	8084	
7.194		draft_86029_00407		6650	CC(C)(N)C1CC[C@@](C)(N)CC1
7.194		draft_86029_00408	CN(C)CCCN1CCC(O)C2CCCCC12	5301446	
7.194500000000001		draft_86029_00409	CN1CCC(CC1)NCC1=CC=CN=C1	1085210	
7.204		draft_86029_00410	NCCCCCCCCN	24250	
7.2044999999999995		draft_86029_00411		6041	CNC[C@H](O)C1=CC(O)=CC=C1
7.2139999999999995		draft_86029_00412	NC(=N)SCCSCCSC(N)=N	1713082	
7.2139999999999995		draft_86029_00413	CC(=O)NC1=CC(NC(C)=O)=NC(NC(C)=O)=N1	45071729	
7.2139999999999995		draft_86029_00414	OC(=O)CC1=C(NC2=CC=C(C=C12)C(O)=O)C(O)=O	1512459	
7.215		draft_86029_00415	CN1C(=O)N=C(N)N=C1C(C)(C)C	689023	
7.225		draft_86029_00416	NC1=CC=C(CCC2=CC=NC=C2)C=C1	233288	
7.225		draft_86029_00417	CN(C)C1=CC=C(CCN)C=C1	151268	
7.235		draft_86029_00418	COC(=O)CC1=C(N)C=C(N)C=C1	46786364	
7.235		draft_86029_00419	NC1=CC=C(NC(=O)NC2=CC=C(N)C=C2)C=C1	225703	
7.235		draft_86029_00420	O=C1NC2=CC=CC=C2NC1=S	3307985	
7.236000000000001		draft_86029_00421	OCCNC1CCCCC1	17827	
7.2459999999999996		draft_86029_00422	CN1CCN2C1=NC(=NC2=O)N1CCOCC1	934965	
7.25		draft_86029_00423	COC(=O)CCCCCN	1810164	
7.255		draft_86029_00424	CCOC(=O)C(N)CCCNC(N)=N	16218888	
7.255		draft_86029_00425	OS(=O)(=O)C1=CC=C(NC2=CC=CC=C2)C=C1	66866	
7.256		draft_86029_00426	C1CC2=C(N1)C=CC=C2	10328	
7.256		draft_86029_00427	CN1C=NC2=CC=CC=C12	95890	
7.256		draft_86029_00428	OP(=O)(CCC1=CC=CC=C1)CN1CCCC1=O	691196	
7.257000000000001		draft_86029_00429	NC(=O)NC1=CC=CC=C1	6145	
7.265		draft_86029_00430	NC1CC2=CC=CC=C2NC1=O	13499427	
7.266		draft_86029_00431	CC(C)NCCCNC(C)C	144018	
7.266		draft_86029_00432	CNC1=CC=CC=C1	7515	
7.266		draft_86029_00433	C1=CC=C2N=CC=CC2=C1	7047	
7.266		draft_86029_00434	N1C=CC2=CC=CN=C12	9222	
7.266		draft_86029_00435	NC1=CC2=C(C=C1)C(=O)OC2	720669	
7.275		draft_86029_00436	CC(=O)NCC(NC(C)=O)C(C)(C)C	4916533	
7.275		draft_86029_00437		2725045	N[C@H]1[C@@H](O)CC2=CC=CC=C12
7.275499999999999		draft_86029_00438	NC(=O)C1(CCN(CC1)C(=O)CN1CCNCC1)N1CCCCC1	5298660	
7.276		draft_86029_00439	O=C(NC1=CN=CC=C1)C1=CN=CC=N1	470920	
7.277		draft_86029_00440	C(CC1=CC=NC=C1)C1=CC=NC=C1	78630	
7.2860000000000005		draft_86029_00441	CN(C)C1=CC=NC=C1	14284	
7.287000000000001		draft_86029_00442	COC1=C(OC)C=C(C=C1)C(=O)NCC(=O)NN	792428	
7.2905		draft_86029_00443	CN(C)CCNC1=CC(=O)CC(C)(C)C1	4464860	
7.292		draft_86029_00444	CN1CCCCC1=O	13603	
7.293		draft_86029_00445	CCCCNC	8068	
7.296		draft_86029_00446	C(N1CCNCC1)C1=CC=CO1	764716	
7.296		draft_86029_00447	OC(=O)CN1C=NC2=CC=CC=C2C1=O	729359	
7.306		draft_86029_00448	CC(C)CNCCN1CCOCC1	4712326	
7.306		draft_86029_00449	CCOC(=O)CC1CN(C)CCN1C	574748	
7.306		draft_86029_00450	C(N1CCN(CC2=CC=CC=N2)CC1)C1=CC=NC=C1	787078	
7.308000000000001		draft_86029_00451	NC1=CC=C(C=C1)N1CCCC1=O	676146	
7.316		draft_86029_00452	NC1=CC=NC2=CC=CC=C12	68476	
7.316		draft_86029_00453	CC1CCCN(CC(O)CN)C1	3161650	
7.316999999999999		draft_86029_00454	CC1(C)CC(CC(C)(C)N1)=NNC(=O)C(=O)NN=C1CC(C)(C)NC(C)(C)C1	4001384	
7.318		draft_86029_00455	CC1=C(N)C(N)=CC=C1	17593	
7.318		draft_86029_00456	CC1=NC2=C3N=C(C)NC3=CC=C2N1	5304291	
7.326		draft_86029_00457	C=CCC1(CC=C)CNCCN1	2892821	
7.326		draft_86029_00458	NC1=CC=C(N2CCOCC2)C(N)=C1	808760	
7.3305		draft_86029_00459	C1CN(CCN1C1=CC=CN=C1)C1=CN=CC=C1	5300173	
7.331		draft_86029_00460	CC1=NC2=CC=C(N)C=C2N=C1C	146053	
7.336		draft_86029_00461	CNC(=O)CC1NC2=C(NC1=O)C=CC=C2	3144292	
7.337000000000001		draft_86029_00462	CCC1NC(=O)NC(C)=C1C(C)=O	685744	
7.337000000000001		draft_86029_00463	O=C(C1CCCNC1=O)N1CCN(CC1)C(=O)C1=CC=CO1	681820	
7.3389999999999995		draft_86029_00464	CC1=C(C=C(N)C=C1)C(O)=O	10374614	
7.3469999999999995		draft_86029_00465	NCC(=O)C1=CC=CC=C1	11952	
7.349		draft_86029_00466	CN(C)CCCNCCCN	82728	
7.356		draft_86029_00467	NC(=O)C1=C(NC(=O)CN2CCCC2)C=CC=C1	558786	
7.359		draft_86029_00468	CC1=NC2=CC=CC=C2N1	11984	
7.366		draft_86029_00469	NCCCCCCNCCCCCCN	8924	
7.367999999999999		draft_86029_00470	COCCCN1CCC(CN)C1	17389974	
7.37		draft_86029_00471	C1CCCNCCC1	14276	
7.37		draft_86029_00472	C(CC1=CC=NC=C1)CC1=CC=NC=C1	87019	
7.376		draft_86029_00473	NC(=N)NN=C1C=CC(=O)C=C1	5385057	
7.377		draft_86029_00474	O=C1NNC2=C1CCCC2	815678	
7.38		draft_86029_00475	OC(=O)CNC(=O)C1=CC=CC=C1	464	
7.3854999999999995		draft_86029_00476	C=CCN1CCNCC1	806422	
7.386		draft_86029_00477	OCCN1C(=O)NC2=C(C=CC=C2)C1=O	71016	
7.388		draft_86029_00478		776757	OC[C@@H]1CC2=C(CN1)C=CC=C2
7.388		draft_86029_00479	CCN(CC)C(=O)N1CCN(C)CC1	3052	
7.39		draft_86029_00480	CC1(C)CC(N)CC(C)(CN)C1	17857	
7.398		draft_86029_00481	CCCCC[N+]1(C)CCCC1	11769095	
7.407		draft_86029_00482	CC(=O)NC1=CC=C(C=C1)C(=O)NCC1=CC=CC=N1	783576	
7.4110000000000005		draft_86029_00483	CC1=C2C=CC=CC2=[N+](CCC(O)=O)C=C1	2787333	
7.4110000000000005		draft_86029_00484	CCNC(=S)N1CCCC(C1)C(N)=O	715747	
7.421		draft_86029_00485	CC1=C(C=O)C(C=O)=C(C)N1	4328171	
7.422		draft_86029_00486	NCCCNCCN	26091	
7.422		draft_86029_00487	CC1=CC=C(N)C(N)=C1	10332	
7.431		draft_86029_00488	COC1=NC(=O)NC(=N1)N1CCCC1	714275	
7.432		draft_86029_00489	CNCC1=CC=CC=C1	69391	
7.441999999999999		draft_86029_00490	CC1=CN=CC(C)=N1	7938	
7.447		draft_86029_00491		3491873	O=C(N\C=N\C(=O)C1=CC=CN=C1)C1=CN=CC=C1
7.4479999999999995		draft_86029_00492	CCCCN1CNC(=S)NC1	3034134	
7.452		draft_86029_00493	CC1(C)CC(CC(C)(C)N1)NCC1=CC=NC=C1	1082633	
7.452		draft_86029_00494	NCC(=O)NC1=CC=CC=C1	208384	
7.453		draft_86029_00495	CN(CCCN)CCCN	7777	
7.453		draft_86029_00496	C=CCNC1CCCC1	5062349	
7.453		draft_86029_00497	CNC1CCCCC1	7514	
7.457		draft_86029_00498	CN(C)C(=O)N(C)C	12437	
7.458		draft_86029_00499	NCCN1C=NC2=C(C=CC=C2)C1=O	436796	
7.462000000000001		draft_86029_00500	CC1=CC(C)=NC(C)=C1	7953	
7.462999999999999		draft_86029_00501	CC(C)(C)NCCNC(C)(C)C	77680	
7.468		draft_86029_00502	NCCC1=CC=CS1	116521	
7.468999999999999		draft_86029_00503	O=CN1CCCCC1	17429	
7.473		draft_86029_00504	CCNCCN(C)C	67162	
7.473		draft_86029_00505	OC(=O)CC1=C(NC2=CC(=CC=C12)C(O)=O)C(O)=O	2772736	
7.478		draft_86029_00506	CC1(C)CC(CC(C)(C)N1)NC(=O)C(=O)NC1CC(C)(C)NC(C)(C)C1	580079	
7.484		draft_86029_00507		24207215	C[N+]1(C\C=C2\COCO2)CCCCC1
7.4879999999999995		draft_86029_00508	COC(=O)CCC1CCCNC1	16767465	
7.489		draft_86029_00509	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	2519	
7.494		draft_86029_00510	CC1=CN=C(C)C=N1	31252	
7.494		draft_86029_00511	CN(C)CCCNCCCN(C)C	81207	
7.497		draft_86029_00512	NCCNCCNCCN	5565	
7.5		draft_86029_00513	OC(=O)C1=CC=CC=C1CN1CCCC1	7219983	
7.505		draft_86029_00514	CCCCN1C=CN=C1	61347	
7.506		draft_86029_00515	CCN(C(C)C)C(C)C	81531	
7.508		draft_86029_00516	OC(=O)CCC1=NN2C(=NC1=O)N(CC(O)=O)C1=CC=CC=C21	671866	
7.515		draft_86029_00517	CC1=CC(C)=NC=N1	15257	
7.518		draft_86029_00518	CN(C)CCCN1CCC(=O)C2CCCCC12	4912798	
7.518		draft_86029_00519	CN1CCN(CC1)C(=O)C1=NN(C)C(=O)C2=C1C=CC=C2	970681	
7.519		draft_86029_00520		33613	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O
7.525		draft_86029_00521	CN(C)CC1=CC=CC=C1	7681	
7.525		draft_86029_00522	NC1=CC=CC(=C1)N1CCOCC1	847768	
7.525		draft_86029_00523	CC1CC2=C(C=CC(N)=C2)N1C(C)=O	6483772	
7.539		draft_86029_00524	C[N+](C)(N)CC1=CC=CC=C1	5061024	
7.546		draft_86029_00525	CCCCN1CCCC1	69843	
7.556		draft_86029_00526	NC1=CC=C2C=CNC2=C1	256096	
7.566999999999999		draft_86029_00527	CN(C)C1CCCCC1	7415	
7.569999999999999		draft_86029_00528	NCCCCCCCCCCN	1317	
7.569999999999999		draft_86029_00529	CCCC(=O)C1CCNCC1	17781806	
7.577		draft_86029_00530	CC1=CC=C(CCC(O)=O)C=C1N	46948732	
7.577		draft_86029_00531	OC(=O)CCCNC(=O)CCCCCCCC(=O)NCCCC(O)=O	4233353	
7.579		draft_86029_00532	CN1C(=O)CC(CN)C2=C1C=CC=C2	53297967	
7.587000000000001		draft_86029_00533	CC1=C(C)N=CC=N1	22201	
7.587000000000001		draft_86029_00534	CC1=C(N)C=CC=C1	7242	
7.587999999999999		draft_86029_00535	COC1=CC=C(N)C=C1	7732	
7.5969999999999995		draft_86029_00536	CCNC1=C(O)C=CC(C)=C1	3016365	
7.598		draft_86029_00537	NCC1=CC=CC=C1	7504	
7.598		draft_86029_00538	CNCCCCCCN(C)CCCCCCNC	4357340	
7.599		draft_86029_00539	C(N1CCNCC1)C1=CC=CS1	566208	
7.6080000000000005		draft_86029_00540	CN(C)CCN(C)CCN(C)CCN(C)C	76509	
7.6080000000000005		draft_86029_00541	C1CNC2=C(C1)C=CC=C2	69460	
7.609		draft_86029_00542	OCCCCNCC1=CC=CC=C1	1790018	
7.61		draft_86029_00543	CC1(C)CC(CC(C)(C)N1)NC(=O)C1=C(C=CC=C1)C(=O)NC1CC(C)(C)NC(C)(C)C1	579981	
7.617999999999999		draft_86029_00544	CN(C)C1=CC=CC=C1C	11869	
7.617999999999999		draft_86029_00545	CC1=CC=C(N)C=C1	7813	
7.619		draft_86029_00546	COC(=O)C(N)C1=CC=CC=C1	117324	
7.6255		draft_86029_00547	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1	2083	
7.6290000000000004		draft_86029_00548	NC1CCCCC1	7965	
7.6290000000000004		draft_86029_00549	CC1C(C)[N+](C)(C)CCC1=O	1263615	
7.6290000000000004		draft_86029_00550	NC1=C(C=C(C=C1)N1CCCC1=O)N1CCCC1=O	37979411	
7.636		draft_86029_00551	CC(N)CCCC(C)(C)O	3590	
7.64		draft_86029_00552	CNCCCN1C(=O)NC2=C1C=CC=C2	30845504	
7.649		draft_86029_00553		12574192	CC1(C)OCO\C1=C\C[N+](C)(C)C
7.65		draft_86029_00554	C1CCN(C1)C1=CC=NC=C1	75567	
7.651		draft_86029_00555	CN1C(=O)N(CCN)C2=C(C=CC=C2)C1=O	51063606	
7.66		draft_86029_00556	CC1CC2=C(N1)C=CC=C2	23305	
7.66		draft_86029_00557		5895824	CC(=O)\N=N\C1C(=O)NC2=CC=CC=C12
7.66		draft_86029_00558	CC(=O)C1=CNC=C1C	698832	
7.66		draft_86029_00559	CN(C)CC1=CNC2=CC=CC=C12	6890	
7.667		draft_86029_00560		171548	OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
7.67		draft_86029_00561	C=CC[N+]1=CC2=CC=CC=C2C=C1	104394	
7.67		draft_86029_00562	OC(=O)C1=CC=C2N=CC=NC2=C1	674813	
7.680000000000001		draft_86029_00563	CCNCC1=CC=CC=C1	84352	
7.681		draft_86029_00564	CCNC1=CC=CC=C1	7670	
7.681		draft_86029_00565	CN(C(C)=O)C1=CC=C(O)C=C1	221111	
7.6899999999999995		draft_86029_00566	CC1=CC=CN=C1CN1CCN(CC2=NC=CC=C2C)CC1	687940	
7.691		draft_86029_00567	OC(=O)CCNC1=C(C=CC(=C1)C(O)=O)C(O)=O	682517	
7.691		draft_86029_00568	NC1=NC2=CC=CC=C2N1	13624	
7.7005		draft_86029_00569	OCC1=C(CN2CCCC2)C=CC=C1	300502	
7.702		draft_86029_00570	COC1=CC=C(CN2CCC(N)CC2)C=C1OC	12641843	
7.71		draft_86029_00571	OC1=CC=C(C=C1)N1CCCC1=O	785586	
7.711		draft_86029_00572	CC1(C)CC(CC(C)(C)N1)NCC(=O)NC1CC(C)(C)NC(C)(C)C1	579978	
7.721		draft_86029_00573	CC1=NN(CC(=O)NCCO)C(=O)C2=CC=CC=C12	1905512	
7.7219999999999995		draft_86029_00574	CC1=NC(C)=C(C)N=C1C	14296	
7.7219999999999995		draft_86029_00575	OC(=O)CC1C(=O)NC2=C1C=CC=C2	3080590	
7.725		draft_86029_00576	OCCNCC1=CC=CC=C1	4348	
7.731		draft_86029_00577	COC1=CC2=C(NC(=O)C2)C=C1OC	222993	
7.732		draft_86029_00578	C1=CC2=CN=CN=C2C=C1	9210	
7.732		draft_86029_00579	CCCCN(CC)CC	20513	
7.732		draft_86029_00580	NCCCNCCNCCCN	25378	
7.732		draft_86029_00581	C#CC1=NC=CC=C1	137268	
7.7345		draft_86029_00582	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	4913	
7.741		draft_86029_00583	OC(=O)CNC(=O)NC1=CC=CC=C1	230718	
7.742999999999999		draft_86029_00584	CC1=CC=C2NC=NC2=C1	11979	
7.75		draft_86029_00585		92843	CC(C)C[C@H](NC(=O)CN)C(O)=O
7.751		draft_86029_00586	CC1=CC=C2NC(=O)C(C=NC(CO)(CO)CO)=C(O)C2=C1	5391002	
7.753		draft_86029_00587	O=C(NC1=CC2=C(NC(=O)N2)C=C1)C1=CC=CO1	978148	
7.753		draft_86029_00588	CCCC(=O)NC1=CC=C(N)C=C1	721131	
7.753		draft_86029_00589	CC(=O)NC1=CC=C(CC2=CC=NC=C2)C=C1	653424	
7.753		draft_86029_00590	CCC(C)C(NC(C)=O)C(O)=O	76501	
7.761		draft_86029_00591	CCN(CC)C1=CC=C(CNCCCN(C)C)C=C1	3154228	
7.761		draft_86029_00592	NC(=O)C1(CCN(CC1)C(=O)C1=CC=CC=C1)N1CCCCC1	709561	
7.772		draft_86029_00593	NC1(CCCCC1)C#C	121691	
7.773		draft_86029_00594	COC1=CC=CC2=CC=C(C)N=C12	316986	
7.774		draft_86029_00595	CC(C)CC(C)N	7908	
7.7915		draft_86029_00596	CN(CCC1=NC=CC=C1)CC1=NC=CC=C1	757744	
7.793		draft_86029_00597	NC(=O)NC1CCCCC1	69684	
7.801		draft_86029_00598	CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C	28329	
7.8020000000000005		draft_86029_00599	N=C1NC(=O)N2C(OC3=C2C=CC=C3)=N1	845318	
7.8020000000000005		draft_86029_00600	NC1C(=O)NC2=CC=CC=C12	3552990	
7.8020000000000005		draft_86029_00601		2003	CC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(N)=O
7.804		draft_86029_00602	COC(=O)CN1C(C)=CC(C)=C(N)C1=O	1384057	
7.812		draft_86029_00603	CCCNCC1=CC=C2N(C)C(=O)N(C)C2=C1	2982891	
7.8135		draft_86029_00604		688563	CC[C@@H](NC(C)C)[C@@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
7.818		draft_86029_00605		6602485	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]2N=C(N)N)O[C@@H](C)[C@]1(O)C=O
7.825		draft_86029_00606	CC1=C(CN)C=CC=C1	6993	
7.836		draft_86029_00607	CC(C)NCCN(CCNC(C)C)CCNC(C)C	15763533	
7.843		draft_86029_00608	O=CC1CCN(CC2=CC=CC=C2)CC1	89584	
7.846		draft_86029_00609	NC1CCC2=C1C=CC=C2	123445	
7.846		draft_86029_00610	NC1CCCCCC1	2899	
7.846		draft_86029_00611	C=CN1CCCC1=O	6917	
7.856		draft_86029_00612	CN(CCNC1=CC=CC=C1)C(N)=O	46786306	
7.8645000000000005		draft_86029_00613		104014	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1)C(O)=O
7.867		draft_86029_00614	NC1=CC(=CC=C1)C1OCCCO1	601607	
7.867		draft_86029_00615		2214476	CC1=CC(C)=NC(\N=C(/N)NCC2=CN=CC=C2)=N1
7.873		draft_86029_00616	NCC1=NC=CC2=CC=CC=C12	1419103	
7.873		draft_86029_00617	NC1=CC=C(C=C1)C(=O)NC=C1CCCC1	910243	
7.877		draft_86029_00618	CC1=CC2=[N+](C)C=CC=C2C=C1	409148	
7.877		draft_86029_00619	CCC1=NC2=CC=CC=C2N1	15807	
7.883		draft_86029_00620	O=C(CC1NC2CCCCC2NC1=O)N1CCN(CC2=CC=CC=C2)CC1	2990869	
7.8870000000000005		draft_86029_00621	OC1=C(C=CC=C1)N1CCCCC1	3262250	
7.8870000000000005		draft_86029_00622	CC(=O)NC1=C2C=CC=CC2=NC2=CC=CC=C12	96270	
7.898		draft_86029_00623	O=C(NN=CC1=CC=CN=C1)C1=CC=CC=N1	684315	
7.8985		draft_86029_00624	NC(=O)C1CCCCC1	14283	
7.9030000000000005		draft_86029_00625	CNCC1=C(OC)C(OC)=CC=C1	226269	
7.908		draft_86029_00626	CC1=CC(CN)=CC=C1	66015	
7.912999999999999		draft_86029_00627	CN1CCC2C(C1)C1=C(C=CC(C)=C1)N2C(=O)CN1CCCCC1	5292000	
7.919		draft_86029_00628	CC1=CC=C(CN)C=C1	66035	
7.919		draft_86029_00629		2060073	CN[C@@H](C)C1=CC=CC=C1
7.919		draft_86029_00630	CC(=O)NC1=C(N)C=C(C)C=C1C	46786383	
7.919		draft_86029_00631	CC(=O)NC1=CC=C(CCC(O)=O)C=C1	232911	
7.919		draft_86029_00632	CN(CCO)C(=O)NC1=CC=CC=C1	161896	
7.929		draft_86029_00633	C=CCNC1CCCCC1	81115	
7.929		draft_86029_00634	CCN1C=C(C=N1)C1=NNC=C1	19616667	
7.938		draft_86029_00635	CC(C)C1CN(CC2=CC=CO2)CCN1	18524024	
7.949		draft_86029_00636	COC(=O)CC1CNC(=NC1=O)N1CCCCC1	42647310	
7.954		draft_86029_00637	CCCOC(=O)C1CCCCN1	43248024	
7.954		draft_86029_00638	CN1CCC2(CC1)NN(C(=O)N2)C1=CC=CC=C1	14715145	
7.96		draft_86029_00639	CC1=C(CC[N+](C)(C)C)OC=C1	24207216	
7.9639999999999995		draft_86029_00640	NC1=NC(CC2=CC=CC=C2)=NC(N)=N1	15819	
7.97		draft_86029_00641	CNCCC1=CC=CC=C1	11503	
7.977		draft_86029_00642	C=CCN(CC=C)CC=C	7617	
7.981		draft_86029_00643	CC1=C(C)C=C(N)C(N)=C1	76635	
7.984		draft_86029_00644	O=C(NC1=CC(=CC=C1)C1=NCCN1)NC1=CC(=CC=C1)C1=NCCN1	21389	
7.984		draft_86029_00645	NC1=CC=C(NC(=O)C2=CC(=CC=C2)C(=O)NC2=CC=C(N)C=C2)C=C1	571928	
7.991		draft_86029_00646	COC1=C(OC)C=C(N2CCOCC2)C(N)=C1	617236	
8.001		draft_86029_00647	CC(NC(=O)C1=CC=CC=C1)C(O)=O	71002	
8.004		draft_86029_00648	NC(=S)NN=C1CCCC1	690102	
8.004		draft_86029_00649	C1CN(CCN1)C1=CC=CC=C1	7096	
8.004		draft_86029_00650	COC(=O)CC1CC(C)(C)NC(C)(C)C1	711849	
8.013		draft_86029_00651	CC1=CC(N)=CC=C1	7934	
8.022		draft_86029_00652	CNCC1=CC=CC(C)=C1	13794465	
8.024		draft_86029_00653	CC(NCCN1CCNCC1)=C1C(=O)CC(C)(C)CC1=O	692916	
8.025		draft_86029_00654	CC1(C)CC(CC(C)(C)N1)N1CN(CC1=O)C1CCCCC1	729651	
8.034		draft_86029_00655	CN(C)C1=NC(=NC(N)=N1)N(C)C	17805	
8.034		draft_86029_00656	O=C1NC(=CN1C1CCNCC1)C1=CC=CC=C1	11345546	
8.034		draft_86029_00657	O=C1N(CC2=CC=NC=C2)C=NC2=CC=CC=C12	17714905	
8.043		draft_86029_00658	CC(C)CNCC(C)C	8085	
8.043		draft_86029_00659	CC(C)NC1=CC=CC=C1	13032	
8.043		draft_86029_00660	CC1CC(C)(C)NC2=C1C=C(O)C=C2	1263629	
8.053		draft_86029_00661	CC1=C(C)C(N)=CC=C1	6893	
8.054		draft_86029_00662	CC1=CC(=O)N(N1)C1=CC=C(C=C1)C(O)=O	109029	
8.055		draft_86029_00663	CC1=NC(NC2=NC(C)=CC(C)=N2)=NN1	1512122	
8.055		draft_86029_00664	NC1=CC=CC=C1NC(=O)NC1=CC=CC=C1N	10657788	
8.064		draft_86029_00665	CC(C)(C)C(=N)C(C)(C)C	2755632	
8.074		draft_86029_00666	OC(=O)CNC(=O)C1CCCCC1	147412	
8.075		draft_86029_00667	O=C1N(CCN2CCNCC2)C(=O)C2=C1C=CC=C2	567252	
8.075		draft_86029_00668	S=C1NCN(CN1)C1CCCCC1	775005	
8.076		draft_86029_00669	CNCCOC1=CC=CC=C1	37732	
8.084		draft_86029_00670	NCC1CCCCC1	76688	
8.084		draft_86029_00671	NC1=C2NC=CC2=CC=C1	111634	
8.085		draft_86029_00672	NCC1=CC2=CC=CC=C2O1	19079348	
8.086		draft_86029_00673	NCCCCC(NC(CCC1=CC=CC=C1)C([O-])=O)C(=O)N1CCCC1C(O)=O	5362119	
8.094		draft_86029_00674	CCC1=CN=CC=N1	26331	
8.095		draft_86029_00675	O=C1NC2=CC=CC=C2C(=O)N1C1=CN=CC=C1	17221456	
8.105		draft_86029_00676	CCOC(CN1CCCCC1)OCC	77165	
8.115		draft_86029_00677	CN(C)C1=CC=C(C)C=C1	7471	
8.115		draft_86029_00678	CCN(CC)C1=NC(N)=NC(=N1)N1NN=CC=N1	6419257	
8.115		draft_86029_00679	CN(C)C1=CC=C(CNC2CC(C)(C)NC(C)(C)C2)C=C1	729209	
8.116		draft_86029_00680	O=C(CNC(=O)C1=CC=CO1)NN=CC1=CC=CO1	3632262	
8.126		draft_86029_00681	CC1=C(C)C2=C(NC(=O)C(=O)N2)C=C1	685581	
8.126		draft_86029_00682	COC1=CC(OCCN)=CC=C1	2794229	
8.126		draft_86029_00683	CC1=C(CC(O)=O)C2=CC(=CC=C2N1)C(O)=O	971781	
8.136000000000001		draft_86029_00684	CCNC(=S)NC1=C(N)C=CC=C1	1477768	
8.136000000000001		draft_86029_00685	O=C(NC1=CN=CC=C1)C1=CC=CC=N1	25146601	
8.156		draft_86029_00686	COC1=CC=CC=C1OCCN1CCNCC1	3131843	
8.156		draft_86029_00687	CN1N=CC(=C1C)C1=NC2=CC=CC=C2N1	19585710	
8.156		draft_86029_00688	OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=NC=C1	26587	
