id	url	source	comment	authors	name	missing information	mail	method.type
0428	10.3390/metabo9050085	Publication - Codesido	Submitted by Fangyuan Sun	Codesido, S., Randazzo, G.M., Lehmann, F., González-Ruiz, V., García, A., Xenarios, I., Liechti, R., Bridge, A., Boccard, J., Rudaz, S	ROASMI_62	flowrate		RP
