id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0399_00001			2.05	1983	CC(=O)NC1=CC=C(C=C1)O	CC(=O)NC1=CC=C(C=C1)O							
0399_00002			2.09	5215	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N							
0399_00003			2.26	1576	CC(C(=O)C1=CC=CC=C1)NC	CC(C(=O)C1=CC=CC=C1)NC							
0399_00004			2.64	5353635	C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-]								
0399_00005			2.7	4831	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O							
0399_00006			2.8	3007	CC(CC1=CC=CC=C1)N	CC(CC1=CC=CC=C1)N							
0399_00007			2.83	40024	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO								
0399_00008			2.83	135408659	CCNC1=NC(=NC(=O)N1)NCC	CCNC1=NC(=NC(=O)N1)NCC							
0399_00009			2.96	5353636	C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]								
0399_00010			2.97	1614	CC(CC1=CC2=C(C=C1)OCO2)N	CC(CC1=CC2=C(C=C1)OCO2)N							
0399_00011			3.02	1615	CC(CC1=CC2=C(C=C1)OCO2)NC	CC(CC1=CC2=C(C=C1)OCO2)NC							
0399_00012			3.05	10836	C[C@@H](CC1=CC=CC=C1)NC								
0399_00013			3.09	5360521	C/C(=N\OC(=O)NC)/SC								
0399_00014			3.13	3000540	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O								
0399_00015			3.15	5578	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N							
0399_00016			3.19	622973	CC1=NN=C(S1)N=S(=O)(C2=CC=C(C=C2)N)O	CC1=NN=C(S1)N=S(=O)(C2=CC=C(C=C2)N)O							
0399_00017			3.44	135398745	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C							
0399_00018			3.48	105039	CCNC(C)CC1=CC2=C(C=C1)OCO2	CCNC(C)CC1=CC2=C(C=C1)OCO2							
0399_00019			3.48	2151	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N							
0399_00020			3.59	5327	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C							
0399_00021			3.89	25429	COC(=O)NC1=NC2=CC=CC=C2N1	COC(=O)NC1=NC2=CC=CC=C2N1							
0399_00022			3.91	5329	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N							
0399_00023			3.93	135398733	CCNC1=NC(=O)NC(=N1)NC(C)C	CCNC1=NC(=O)NC(=N1)NC(C)C							
0399_00024			4.08	448223	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)O								
0399_00025			4.3	5289268	C1C[C@@H]2[C@H]([C@H](C[C@H]1[NH2+]2)OC(=O)C3=CC=CC=C3)C(=O)[O-]								
0399_00026			4.63	3082	CNC(=O)CSP(=S)(OC)OC	CNC(=O)CSP(=S)(OC)OC							
0399_00027			4.66	446220	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC								
0399_00028			4.8	5430	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3							
0399_00029			4.8	338	C1=CC=C(C(=C1)C(=O)O)O	C1=CC=C(C(=C1)C(=O)O)O							
0399_00030			5.14	644007	COC(=O)[C@@H]1[C@H]2CC[C@H](N2)C[C@@H]1OC(=O)C3=CC=CC=C3								
0399_00031			5.25	135495928	CCNC1=NC(=O)NC(=N1)NC(C)(C)C	CCNC1=NC(=O)NC(=N1)NC(C)(C)C							
0399_00032			5.67	4628	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O							
0399_00033			5.78	644006	CCOC(=O)[C@@H]1[C@H]2CC[C@H](N2C)C[C@@H]1OC(=O)C3=CC=CC=C3								
0399_00034			5.92	153829292	COC(=O)C1=CC=C(C=C1)O	CC(=O)O[Si](CCCC(COC(=O)C1=CC=C(C=C1)O)O)(C2=CC=CC=C2)OC(=O)C							
0399_00035			5.93	2724362	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4[C@@H]5CCO[C@@H]5OC4=C1								
0399_00036			6.04	15558498	COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)O[C@@H]5[C@]4(C=CO5)O								
