id	url	source	comment	authors	name	missing information	mail	method.type
0399	10.1016/j.chroma.2012.12.030	Publication - Diaz	Submitted by Fangyuan Sun	R. Diaz, M. Ibáñez, J.V. Sancho, F. Hernández	ROASMI_52			RP
