id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0341	CCS_neg_40_MeOH_CORTECS C18	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			EXCLUDE_FROM_EVALUATION, ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
