id	url	source	comment	authors	name	missing information	mail	method.type
0426	10.1039/c6ra10883k	Publication - Yao	Submitted by Fangyuan Sun	Changliang Yao,   Wenzhi Yang   Wei Si,   Huiqin Pan,   Shi Qiu,   Jia Wu,   Xiaojian Shi,   Ruihong Feng,   Wanying Wu and  Dean Guo	ROASMI_23			RP
