id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0232_00005	Hexadecenoic acid FA(16:1)	C16H30O2	2.299		missing SMILES		
0232_00006	Heptadecenoic acid FA(17:1)	C17H32O2	2.584		missing SMILES		
0232_00008	HydroxyOctadecenoic acid FA(18:1(OH))	C18H34O3	1.802		missing SMILES		
0232_00009	octadecenoic acid FA(18:1)	C18H34O2	2.897		missing SMILES		
0232_00010	HydroxyLinoleic acid FA(18:2(OH))	C18H32O3	1.322		missing SMILES		
0232_00011	Octadecadienoic acid FA(18:2)	C18H32O2	2.467		missing SMILES		
0232_00012	Octadecatrienoic acid FA(18:3)_1	C18H30O2	2.12		missing SMILES		
0232_00013	Octadecatrienoic acid FA(18:3)_2	C18H30O2	2.189		missing SMILES		
0232_00014	Octadecatetraenoic acid FA(18:4)	C18H28O2	1.85		missing SMILES		
0232_00016	Eicosenoic acid FA(20:1)	C20H38O2	3.554		missing SMILES		
0232_00017	Eicosadienoic acid FA(20:2)	C20H36O2	3.037		missing SMILES		
0232_00018	Eicosatrienoic acid FA(20:3)	C20H34O2	2.664		missing SMILES		
0232_00019	Eicosatetraenoic acid FA(20:4)	C20H32O2	2.425		missing SMILES		
0232_00020	Eicosapentaenoic acid FA(20:5)	C20H30O2	2.085		missing SMILES		
0232_00021	Docosatetraenoic acid FA(22:4)	C22H36O2	2.885		missing SMILES		
0232_00022	Docosapentaenoic acid FA(22:5)_1	C22H34O2	2.52		missing SMILES		
0232_00023	Docosapentaenoic acid FA(22:5)_2	C22H34O2	2.656		missing SMILES		
0232_00024	Docosahexaenoic FA(22:6)	C22H32O2	2.318		missing SMILES		
0232_00025	LPE(18:1/0:0)_1	C23H46NO7P	2.023		missing SMILES		
0232_00029	HydroxyPalmitic acid FA(16:0(OH))	C16H32O3	1.58		missing SMILES		
0232_00030	Hexadecadienoic acid FA(16:2)	C16H28O2	1.96		missing SMILES		
0232_00032	Tetracosenoic acid FA(24:1)	C24H46O2	5.1		missing SMILES		
0232_00033	Tetracosatetraenoic acid FA(24:4)	C24H40O2	3.46		missing SMILES		
0232_00034	Tetracosapentaenoic acid FA(24:5)	C24H38O2	3.04		missing SMILES		
0232_00036	Hexacosatetraenoic acid FA(26:4)	C26H44O2	4.12		missing SMILES		
0232_00039	LPA(0:0/18:1)	C21H41O7P	1.619		missing SMILES		
0232_00040	LPA(0:0/18:2)	C21H39O7P	1.306		missing SMILES		
0232_00041	LPA(0:0/20:3)	C23H41O7P	1.48		missing SMILES		
0232_00042	LPA(0:0/20:4)	C23H39O7P	1.31		missing SMILES		
0232_00043	LPA(14:0)	C17H35O7P	1.13		missing SMILES		
0232_00044	LPA(16:1/0:0)	C19H37O7P	1.25		missing SMILES		
0232_00046	LPA(20:3/0:0)	C23H41O7P	1.539		missing SMILES		
0232_00047	LPA(20:2/0:0)	C23H43O7P	1.8		missing SMILES		
0232_00048	LPA(22:6/0:0)	C25H39O7P	1.325		missing SMILES		
0232_00049	LPE(0:0/18:1)	C23H46NO7P	1.936		missing SMILES		
0232_00050	LPE(0:0/20:4)	C25H44NO7P	1.6		missing SMILES		
0232_00051	LPE(0:0/22:4)	C27H48NO7P	1.98		missing SMILES		
0232_00052	LPE(0:0/22:6)	C27H44NO7P	1.535		missing SMILES		
0232_00053	LPE(18:1/0:0)_2	C23H46NO7P	2.096		missing SMILES		
0232_00054	LPE(22:4/0:0)	C27H48NO7P	2.05		missing SMILES		
0232_00055	LPE(22:6/0:0)	C27H44NO7P	1.61		missing SMILES		
0232_00057	LPG(18:1/0:0)	C24H47O9P	1.624		missing SMILES		
0232_00058	LPG(18:2/0:0)	C24H45O9P	1.32		missing SMILES		
0232_00059	LPI(0:0/16:0)	C25H49O12P	1.32		missing SMILES		
0232_00061	LPI(0:0/18:1)	C27H51O12P	1.45		missing SMILES		
0232_00062	LPI(0:0/18:2)	C27H49O12P	1.17		missing SMILES		
0232_00063	LPI(0:0/20:3)	C29H51O12P	1.32		missing SMILES		
0232_00064	LPI(0:0/20:4)	C29H49O12P	1.18		missing SMILES		
0232_00066	LPI(16:1/0:0)	C25H47O12P	1.12		missing SMILES		
0232_00068	LPI(18:1/0:0)_1	C27H51O12P	1.54		missing SMILES		
0232_00069	LPI(18:1/0:0)_2	C27H51O12P	1.599		missing SMILES		
0232_00070	LPI(18:2/0:0)	C27H49O12P	1.242		missing SMILES		
0232_00071	LPI(20:3/0:0)_1	C29H51O12P	1.39		missing SMILES		
0232_00072	LPI(20:3/0:0)_2	C29H51O12P	1.54		missing SMILES		
0232_00073	LPI(20:4/0:0)	C29H49O12P	1.249		missing SMILES		
0232_00074	LPI(22:5/0:0)	C31H51O12P	1.32		missing SMILES		
0232_00075	LPI(22:6/0:0)	C31H49O12P	1.2		missing SMILES		
0232_00080	Cer(d20:1/24:0)	C44H87NO3	9.34		missing SMILES		
0232_00081	Cer(d34:0);Cer(d18:0/16:0) | Cer(d16:0/18:0)	C34H69NO3	6.64		missing SMILES		
0232_00082	NAPE(O-18:1/18:1/16:0) and/or NAPE(P-18:0/18:1/16:0)	C57H110NO8P	9.29		missing SMILES		
0232_00083	NAPE(O-18:1/20:4/16:0) and/or NAPE(P-18:0/20:4/16:0)	C59H108NO8P	8.95		missing SMILES		
