id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0414_00001			0.92	4091	CN(C)C(=N)N=C(N)N	CN(C)C(=N)N=C(N)N							
0414_00002			1.35	854019	CN1[C@@H](CCC1=O)C2=CN=CC=C2								
0414_00003			1.36	89594	CN1CCC[C@H]1C2=CN=CC=C2								
0414_00004			1.36	47866	C1CC1NC2=NC(=NC(=N2)N)N	C1CC1NC2=NC(=NC(=N2)N)N							
0414_00005			1.36	1639	C1=NNC(=N1)N	C1=NNC(=N1)N							
0414_00006			1.36	7111	C1=CC(=CC=C1C2=CC=C(C=C2)N)N	C1=CC(=CC=C1C2=CC=C(C=C2)N)N							
0414_00007			1.36	6041	CNC[C@@H](C1=CC(=CC=C1)O)O								
0414_00008			1.4	6035169	CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2								
0414_00009			1.47	5288826	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O								
0414_00010			1.47	70639	CN1C2=C(C(=O)NC1=O)NC=N2	CN1C2=C(C(=O)NC1=O)NC=N2							
0414_00011			1.61	4096	COP(=O)(N)SC	COP(=O)(N)SC							
0414_00012			1.63	2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O							
0414_00013			1.76	2249	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O							
0414_00014			1.81	3325	C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N							
0414_00015			1.82	5333	C1=CC(=CC=C1N)S(=O)(=O)N	C1=CC(=CC=C1N)S(=O)(=O)N							
0414_00016			1.83	2756	CC1=C(N=CN1)CSCCNC(=NC)NC#N	CC1=C(N=CN1)CSCCNC(=NC)NC#N							
0414_00017			1.85	16247	CC1=C(C=CC(=C1)OC(=O)NC)N(C)C	CC1=C(C=CC(=C1)OC(=O)NC)N(C)C							
0414_00018			1.86	1982	CC(=O)NP(=O)(OC)SC	CC(=O)NP(=O)(OC)SC							
0414_00019			1.96	5429	CN1C=NC2=C1C(=O)NC(=O)N2C	CN1C=NC2=C1C(=O)NC(=O)N2C							
0414_00020			2.02	35970	CN(C)C1CSSSC1	CN(C)C1CSSSC1							
